rank	word	reading	part_of_speech	meaning	example	translation
2409	判決	はんけつ	noun	judicial decision; judgement; judgment	その裁判官は、最終判決をひるがえした。	The judge reversed the final decision.
2410	古代	こだい	noun	ancient times; distant past; antiquity	この習慣は古代から続いている。	This custom dates from ancient times.
2411	外交	がいこう	noun	diplomacy	彼は外交官として長年人生を送ってきた。	He has spent most of his working life as a diplomat.
2412	嬢	じょう	noun	unmarried woman	彼女は成長して、美しい娘になった。	She has grown into a beautiful young lady.
2413	拡散	かくさん	noun	spreading; disseminating; scattering	エイズウイルスの拡散は恐るべき速さで進んでいる。	The speed of the spread of AIDS is horrifyingly fast.
2414	新品	しんぴん	noun	brand-new article; new item	時計が故障してしまったので、新品が欲しい。	My watch is broken, so I want a new one.
2415	東北	とうほく	noun	north-east	東北地方は旅行する価値があります。	The Tohoku district is worth traveling to.
2416	極めて	きわめて	adverb	exceedingly; extremely; decisively	これらの問題はきわめて簡単に答えられる。	These questions can be answered quite simply.
2417	決勝	けっしょう	noun	decision of a contest	そのチームは準決勝に勝って決勝に進出した。	The team won the semifinals and advanced to the finals.
2418	浮気	うわき	noun	extramarital sex; affair; fooling around	彼は浮気していた。	He was cheating.
2419	温度	おんど	noun	temperature	私は温度を毎日記録している。	I keep a daily record of the temperature.
2420	現役	げんえき	noun	active duty; active service	現役を引退した後、テレサは孤児の世話に一身をささげた。	After retirement, Teresa devoted herself to caring for orphans.
2421	経過	けいか	noun	passage (of time); elapsing; lapse	彼が出発して３時間半が経過した。	Three and a half hours have passed since he left.
2422	統計	とうけい	noun	statistics	統計によれば世界の人口は増加している。	Statistics show that the population of the world is increasing.
2423	認める	みとめる	verb	to recognize; to recognise; to observe	民間企業に対する投資をもっと認めてほしい。	I'm eager to be allowed to do more private-sector investment.
2424	説得	せっとく	noun	persuasion	彼を何とか説得して私の考え方に従わせた。	I managed to bring him around to my way of thinking.
2425	講師	こうし	noun	speaker; lecturer	講師は公害問題について講演した。	The lecturer spoke on pollution problems.
2426	軽い	かるい	i-adjective	light (i.e. not heavy); feeling light (i.e. offering little resistance, moving easily)	軽く食べましょう。	Let's catch a bite.
2427	近年	きんねん	noun	recent years	近年、物価が徐々に上がっている。	Prices have been gradually rising in recent years.
2428	部下	ぶか	noun	subordinate person	彼は私の部下だ。	He works under me.
2429	部長	ぶちょう	noun	head (chief, director) of a section or department	部長が提案を受け入れました。	The section chief accepted the proposal.
2430	重視	じゅうし	noun	regarding as important; attaching importance to; taking a serious view of	彼らは私の意見を重視しなかった。	They didn't take much account of my opinion.
2431	金持ち	かねもち	noun	rich person; wealthy person	彼の叔父は金持ちらしかった。	His uncle appeared rich.
2432	騒動	そうどう	noun	riot; rebellion; turmoil	国民の怒りが噴出して騒動が繰り返された。	The anger of the people exploded, leading to a series of riots.
2433	うどん	うどん	noun	udon; thick Japanese wheat noodles	そばはそば粉から、うどんやきしめんは普通の小麦粉からできてるの。	Soba is made of buckwheat flour, and udon and kishimen are made of plain wheat flour.
2434	シート	シート	noun	sheet	自分のシートに戻りなさい。	Go back to your seat.
2435	ペン	ペン	noun	pen	私のペンはとても書きやすい。	My pen is very easy to write.
2436	マッチ	マッチ	noun	match (for lighting a fire)	マッチありますか。	Do you have a match?
2437	ミッション	ミッション	noun	mission; delegation	明日は朝イチで大事なミッションがあるのだ。こんなことしてる場合じゃない。	Tomorrow, I've got an important mission first thing in the morning. I shouldn't be wasting my time with this.
2438	メガネ	メガネ	noun	glasses; eyeglasses; spectacles	めがねを忘れるなんて恥ずかしいことだ。	Fancy forgetting my glasses, it's so embarrassing.
2439	付き合い	つきあい	noun	association; socializing; socialising	みなさん最後まで御付き合いください。	Stay with me, ladies and gentlemen.
2440	会見	かいけん	noun	interview; audience; meeting	首相は報道陣と会見した。	The Prime Minister met with the press.
2441	体育	たいいく	noun	physical education; PE; gym (class)	その学校は最新の体育器具を備えている。	That school is equipped with the latest gymnastics apparatus.
2442	切る	きる	verb	to cut; to cut through; to perform (surgery)	切らずにそのままお待ち下さい。	Hold the line, please.
2443	勝つ	かつ	verb	to win; to gain victory	彼にはどうしても勝てない。まだまだ甘いな。	I just can't seem to outdo him. I've got a lot to learn.
2444	受信	じゅしん	noun	receiving (a message, letter, email, etc.); reception (radio, TV, etc.)	受信状態がよくない。	The reception isn't good.
2445	各地	かくち	noun	each place; every place; various places	毎年、世界各地に異常な天気が起きています。	Every year brings stranger weather to many areas of the world.
2446	工作	こうさく	noun	handicraft	彼は工作がうまい。	He has skill in handwork.
2447	広い	ひろい	i-adjective	spacious; vast; wide	彼の理論は妥当なものとして広く認められている。	His theory is widely accepted as valid.
2448	待機	たいき	noun	standing by; awaiting an opportunity; being on alert	いつでも家で待機しています。	I'm always on call at home.
2449	必須	ひっす	adjective	indispensable; essential; requisite	この用紙に必須事項を記入してください。	Please fill out this form.
2450	戦後	せんご	noun	postwar period; period after Second World War	戦後大きな変化が生じた。	A great change has come about after the war.
2451	探偵	たんてい	noun	detective; investigator; sleuth	その探偵はずいぶん危ない橋を渡ってきた。	The detective has a lot of adventures.
2452	接触	せっしょく	noun	touch; contact; touching	彼はいろいろな人種の人と接触している。	He is in touch with all kinds of people.
2453	支払い	しはらい	noun	payment	彼は、なんだかんだ言って支払いを延期した。	He delayed payment on some pretext or other.
2454	日曜	にちよう	noun	Sunday	彼は日曜でさえ働かねばならなかった。	He had to work even on Sunday.
2455	柄	がら	noun	pattern; design	われわれはそんなりっぱな家に住む柄ではない。	It is not for us to live in such a fine house.
2456	格	かく	noun	status; position; rank	将軍の堂々とした格幅は誰でも威圧される。	The general's massive presence awes everyone.
2457	椅子	いす	noun	chair; seat; stool	なあに、その椅子？	What's this chair doing here?
2458	検証	けんしょう	noun	verification; confirmation; substantiation	公正を正確にするため、データの再検証が必要である。	Reexamination of the data is required to make the formula accurate.
