#separator:tab
#html:true
#columns:Point	PointRuby	Level	Meaning	Formation	Notes	Contrast	Examples	Tags
#tags column:9
〜最中に	〜<ruby>最中<rt>さいちゅう</rt></ruby>に	N3	right in the middle of ~	Verb ている / Noun の + 最中に	An interruption at the peak of an activity.	最中に is the very middle; 間に is anywhere within.	<div class="ex"><div class="jp"><ruby>食事<rt>しょくじ</rt></ruby>の<ruby>最中<rt>さいちゅう</rt></ruby>に<ruby>電話<rt>でんわ</rt></ruby>が<ruby>鳴<rt>な</rt></ruby>った。</div><div class="en">The phone rang right in the middle of the meal.</div></div><div class="ex"><div class="jp"><ruby>会議<rt>かいぎ</rt></ruby>の<ruby>最中<rt>さいちゅう</rt></ruby>に<ruby>地震<rt>じしん</rt></ruby>があった。</div><div class="en">There was an earthquake in the middle of the meeting.</div></div>	jlpt::N3
〜次第	〜<ruby>次第<rt>しだい</rt></ruby>	N3	as soon as ~ / depending on ~	Verb ます-stem + 次第 / Noun + 次第だ	Formal. After a stem it means &quot;as soon as&quot;; after a noun, &quot;depends on&quot;.	次第 is formal; たらすぐ is everyday.	<div class="ex"><div class="jp"><ruby>到着<rt>とうちゃく</rt></ruby>し<ruby>次第<rt>しだい</rt></ruby>、<ruby>連絡<rt>れんらく</rt></ruby>します。</div><div class="en">I will contact you as soon as I arrive.</div></div><div class="ex"><div class="jp"><ruby>天気<rt>てんき</rt></ruby><ruby>次第<rt>しだい</rt></ruby>で<ruby>予定<rt>よてい</rt></ruby>が<ruby>変<rt>か</rt></ruby>わります。</div><div class="en">The plan changes depending on the weather.</div></div>	jlpt::N3
〜気味	〜<ruby>気味<rt>ぎみ</rt></ruby>	N3	a touch of / slightly	Verb ます-stem / Noun + 気味	A slight, usually unwelcome, tendency.	気味 is slight; がち is habitual.	<div class="ex"><div class="jp"><ruby>少<rt>すこ</rt></ruby>し<ruby>風邪<rt>かぜ</rt></ruby><ruby>気味<rt>ぎみ</rt></ruby>です。</div><div class="en">I have a slight cold.</div></div><div class="ex"><div class="jp"><ruby>最近<rt>さいきん</rt></ruby><ruby>疲<rt>つか</rt></ruby>れ<ruby>気味<rt>ぎみ</rt></ruby>だ。</div><div class="en">I&#x27;ve been a bit tired lately.</div></div>	jlpt::N3
〜あげく	〜あげく	N2	after all that ~, in the end	Verb た-form / Noun の + あげく	A long process ending badly.	あげく ends badly; 末に is neutral.	<div class="ex"><div class="jp">さんざん<ruby>迷<rt>まよ</rt></ruby>ったあげく、<ruby>買<rt>か</rt></ruby>わなかった。</div><div class="en">After hesitating a great deal, I didn&#x27;t buy it.</div></div><div class="ex"><div class="jp"><ruby>口論<rt>こうろん</rt></ruby>のあげく、<ruby>彼<rt>かれ</rt></ruby>は<ruby>出<rt>で</rt></ruby>て<ruby>行<rt>い</rt></ruby>った。</div><div class="en">After the argument, he left.</div></div>	jlpt::N2
〜かぎり	〜かぎり	N2	as long as / as far as ~	Verb dictionary / ている-form + かぎり	Sets a boundary of time, knowledge or condition.	ないかぎり means unless.	<div class="ex"><div class="jp"><ruby>私<rt>わたし</rt></ruby>が<ruby>知<rt>し</rt></ruby>るかぎり、<ruby>彼<rt>かれ</rt></ruby>は<ruby>正直<rt>しょうじき</rt></ruby>だ。</div><div class="en">As far as I know, he is honest.</div></div><div class="ex"><div class="jp"><ruby>体<rt>からだ</rt></ruby>が<ruby>健康<rt>けんこう</rt></ruby>なかぎり、<ruby>働<rt>はたら</rt></ruby>きたい。</div><div class="en">As long as I&#x27;m healthy, I want to work.</div></div>	jlpt::N2
〜かねない	〜かねない	N2	might well ~ (something bad)	Verb ます-stem + かねない	Warns of an undesirable possibility.	かねない is a bad possibility; かねる is inability.	<div class="ex"><div class="jp">そんな<ruby>運転<rt>うんてん</rt></ruby>では<ruby>事故<rt>じこ</rt></ruby>を<ruby>起<rt>お</rt></ruby>こしかねない。</div><div class="en">Driving like that might well cause an accident.</div></div><div class="ex"><div class="jp"><ruby>放<rt>はな</rt></ruby>っておくと、<ruby>大変<rt>たいへん</rt></ruby>なことになりかねない。</div><div class="en">If left alone, it could well become serious.</div></div><div class="ex"><div class="jp">この<ruby>手<rt>て</rt></ruby>の<ruby>雑誌<rt>ざっし</rt></ruby>は<ruby>若者<rt>わかもの</rt></ruby>に<ruby>害<rt>がい</rt></ruby>を<ruby>与<rt>あた</rt></ruby>えかねない。</div><div class="en">This kind of magazine can do harm to young people.</div></div><div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>はどんな<ruby>悪事<rt>あくじ</rt></ruby>でもやりかねない。</div><div class="en">He&#x27;s capable of wickedness of any kind.</div></div>	jlpt::N2
〜かねる	〜かねる	N2	cannot (bring oneself to) ~	Verb ます-stem + かねる	A polite refusal in business language.	かねる declines politely; できない is blunt.	<div class="ex"><div class="jp">その<ruby>件<rt>けん</rt></ruby>についてはお<ruby>答<rt>こた</rt></ruby>えしかねます。</div><div class="en">I am unable to answer regarding that matter.</div></div><div class="ex"><div class="jp">ご<ruby>要望<rt>ようぼう</rt></ruby>には<ruby>応<rt>おう</rt></ruby>じかねます。</div><div class="en">We cannot comply with your request.</div></div><div class="ex"><div class="jp"><ruby>現状<rt>げんじょう</rt></ruby>では、これ<ruby>以上<rt>いじょう</rt></ruby>の<ruby>値引<rt>ねび</rt></ruby>きはいたしかねます。</div><div class="en">We cannot offer a further price reduction under the current circumstances.</div></div><div class="ex"><div class="jp"><ruby>残念<rt>ざんねん</rt></ruby>ながら、<ruby>御<rt>ご</rt></ruby><ruby>要望<rt>ようぼう</rt></ruby>にはそいかねます。</div><div class="en">I am sorry, but I cannot meet your requirement.</div></div>	jlpt::N2
〜かのように	〜かのように	N2	as if ~	Plain form + かのように	A simile for something not actually so.	かのように is literary; ように is plain.	<div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>は<ruby>何<rt>なに</rt></ruby>も<ruby>知<rt>し</rt></ruby>らないかのように<ruby>振<rt>ふ</rt></ruby>る<ruby>舞<rt>ま</rt></ruby>った。</div><div class="en">He behaved as if he knew nothing.</div></div><div class="ex"><div class="jp"><ruby>時<rt>とき</rt></ruby>が<ruby>止<rt>と</rt></ruby>まったかのようだった。</div><div class="en">It was as if time had stopped.</div></div><div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>は<ruby>僕<rt>ぼく</rt></ruby>をうそつきであるかのように<ruby>言<rt>い</rt></ruby>った。</div><div class="en">He made me out to be a liar.</div></div><div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>は<ruby>私<rt>わたし</rt></ruby>がうそつきであるかのように<ruby>言<rt>い</rt></ruby>った。</div><div class="en">He made me out to be a liar.</div></div>	jlpt::N2
〜からいうと	〜からいうと	N2	from the standpoint of ~	Noun + からいうと	States which angle the judgement comes from.	からいうと is a standpoint; からすると is evidence.	<div class="ex"><div class="jp"><ruby>経験<rt>けいけん</rt></ruby>からいうと、これは<ruby>難<rt>むずか</rt></ruby>しい。</div><div class="en">From experience, this is difficult.</div></div><div class="ex"><div class="jp"><ruby>味<rt>あじ</rt></ruby>からいうと、この<ruby>店<rt>みせ</rt></ruby>が<ruby>一番<rt>いちばん</rt></ruby>だ。</div><div class="en">In terms of taste, this shop is the best.</div></div><div class="ex"><div class="jp"><ruby>建築<rt>けんちく</rt></ruby>デザインの<ruby>立場<rt>たちば</rt></ruby>からいうと、このアプローチにはもっと<ruby>多<rt>おお</rt></ruby>くの<ruby>代案<rt>だいあん</rt></ruby>が<ruby>考<rt>かんが</rt></ruby>えられる。</div><div class="en">From the standpoint of architectural design, there can be more alternatives to this approach.</div></div>	jlpt::N2
〜からこそ	〜からこそ	N2	precisely because ~	Plain form + からこそ	Singles out the real reason among possible ones.	からこそ emphasises the reason; から states it.	<div class="ex"><div class="jp"><ruby>好<rt>す</rt></ruby>きだからこそ、<ruby>厳<rt>きび</rt></ruby>しく<ruby>言<rt>い</rt></ruby>うのです。</div><div class="en">It is precisely because I care that I speak strictly.</div></div><div class="ex"><div class="jp"><ruby>努力<rt>どりょく</rt></ruby>したからこそ<ruby>成功<rt>せいこう</rt></ruby>した。</div><div class="en">It was precisely because he tried hard that he succeeded.</div></div><div class="ex"><div class="jp">だからこそ、<ruby>車<rt>くるま</rt></ruby>で<ruby>行<rt>い</rt></ruby>くなといったんですよ。</div><div class="en">That&#x27;s why I told you not to go by car.</div></div><div class="ex"><div class="jp"><ruby>彼女<rt>かのじょ</rt></ruby>には<ruby>欠点<rt>けってん</rt></ruby>があるからこそ<ruby>僕<rt>ぼく</rt></ruby>は<ruby>一層<rt>いっそう</rt></ruby><ruby>彼女<rt>かのじょ</rt></ruby>が<ruby>好<rt>す</rt></ruby>きだ。</div><div class="en">I love her all the more for her faults.</div></div>	jlpt::N2
〜からすると	〜からすると	N2	judging from ~	Noun + からすると	Draws an inference from evidence.	からすると infers; にとって states a viewpoint.	<div class="ex"><div class="jp">あの<ruby>様子<rt>ようす</rt></ruby>からすると、<ruby>失敗<rt>しっぱい</rt></ruby>したようだ。</div><div class="en">Judging from the look of things, it seems to have failed.</div></div><div class="ex"><div class="jp"><ruby>値段<rt>ねだん</rt></ruby>からすると、<ruby>悪<rt>わる</rt></ruby>くない。</div><div class="en">Judging by the price, it&#x27;s not bad.</div></div><div class="ex"><div class="jp">この<ruby>空模様<rt>そらもよう</rt></ruby>からすると、<ruby>雨<rt>あめ</rt></ruby>になりそうだ。</div><div class="en">Judging from the look of the sky, it is likely to rain.</div></div><div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>の<ruby>顔<rt>かお</rt></ruby>つきからすると<ruby>今<rt>いま</rt></ruby>は<ruby>機嫌<rt>きげん</rt></ruby>が<ruby>悪<rt>わる</rt></ruby>い。</div><div class="en">From the look on his face, he is in a bad mood now.</div></div>	jlpt::N2
〜かわりに	〜かわりに	N2	instead of / in exchange for ~	Plain form / Noun の + かわりに	Substitution, or a trade-off between two things.	かわりに substitutes; ではなく simply negates.	<div class="ex"><div class="jp"><ruby>父<rt>ちち</rt></ruby>のかわりに<ruby>私<rt>わたし</rt></ruby>が<ruby>行<rt>い</rt></ruby>きます。</div><div class="en">I will go instead of my father.</div></div><div class="ex"><div class="jp"><ruby>手伝<rt>てつだ</rt></ruby>うかわりに、<ruby>昼<rt>ひる</rt></ruby>ご<ruby>飯<rt>はん</rt></ruby>をおごって。</div><div class="en">In exchange for helping, buy me lunch.</div></div><div class="ex"><div class="jp"><ruby>砂糖<rt>さとう</rt></ruby>のかわりに<ruby>塩<rt>しお</rt></ruby>をあげたら、<ruby>母<rt>はは</rt></ruby>は<ruby>怒<rt>おこ</rt></ruby>った。</div><div class="en">I got my mother&#x27;s goat when I gave her the salt instead of the sugar.</div></div><div class="ex"><div class="jp">２<ruby>階<rt>かい</rt></ruby>に<ruby>私<rt>わたし</rt></ruby>のかわりにもっていってください。</div><div class="en">Would you mind carrying it up the stairs for me?</div></div>	jlpt::N2
〜きっての	〜きっての	N2	the most ~ in	Noun + きっての + Noun	Superlative within a group, in written style.	きっての is literary; で一番 everyday.	<div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>は<ruby>当代<rt>とうだい</rt></ruby>きっての<ruby>名優<rt>めいゆう</rt></ruby>だ。</div><div class="en">He is the finest actor of the age.</div></div><div class="ex"><div class="jp"><ruby>町<rt>まち</rt></ruby>きっての<ruby>金持<rt>かねも</rt></ruby>ちです。</div><div class="en">He is the richest man in town.</div></div><div class="ex"><div class="jp"><ruby>田中<rt>たなか</rt></ruby>くんは<ruby>省内<rt>しょうない</rt></ruby>きっての<ruby>馬鹿<rt>ばか</rt></ruby><ruby>者<rt>しゃ</rt></ruby>だよ。</div><div class="en">Young Tanaka is the stupidest person in the department.</div></div><div class="ex"><div class="jp">チームきっての<ruby>名<rt>めい</rt></ruby><ruby>選手<rt>せんしゅ</rt></ruby>がけがしなかったら、うちのチームが<ruby>簡単<rt>かんたん</rt></ruby>に<ruby>勝<rt>か</rt></ruby>っていただろう。</div><div class="en">Our team could easily have brought home the bacon, if it weren&#x27;t for the team&#x27;s best man being injured.</div></div>	jlpt::N2
〜こそ	〜こそ	N2	precisely / it is ~ that	Noun + こそ	Emphasises the preceding element.	こそ emphasises; は merely topicalises.	<div class="ex"><div class="jp"><ruby>今<rt>いま</rt></ruby>こそ<ruby>行動<rt>こうどう</rt></ruby>するときだ。</div><div class="en">Now is precisely the time to act.</div></div><div class="ex"><div class="jp">こちらこそありがとう。</div><div class="en">Thank you too (it is I who should thank you).</div></div>	jlpt::N2
〜ことから	〜ことから	N2	from the fact that ~	Plain form + ことから	Gives the evidence a conclusion or name rests on.	ことから gives grounds; ことだから reasons from character.	<div class="ex"><div class="jp"><ruby>窓<rt>まど</rt></ruby>が<ruby>割<rt>わ</rt></ruby>れていることから、<ruby>泥棒<rt>どろぼう</rt></ruby>が<ruby>入<rt>はい</rt></ruby>ったと<ruby>分<rt>わ</rt></ruby>かった。</div><div class="en">From the fact that the window was broken, we knew a thief had entered.</div></div><div class="ex"><div class="jp"><ruby>形<rt>かたち</rt></ruby>が<ruby>似<rt>に</rt></ruby>ていることから、この<ruby>名<rt>な</rt></ruby>がついた。</div><div class="en">It got this name from the fact that the shape is similar.</div></div><div class="ex"><div class="jp"><ruby>次<rt>つぎ</rt></ruby>の<ruby>質問<rt>しつもん</rt></ruby>を<ruby>立<rt>た</rt></ruby>てることから<ruby>分析<rt>ぶんせき</rt></ruby>を<ruby>始<rt>はじ</rt></ruby>めよう。</div><div class="en">Let us begin our analysis by positing the following question.</div></div><div class="ex"><div class="jp"><ruby>彼<rt>かれ</rt></ruby>はまず<ruby>朝食<rt>ちょうしょく</rt></ruby>をたっぷりとることから<ruby>始<rt>はじ</rt></ruby>めた。</div><div class="en">He started off with a good breakfast.</div></div>	jlpt::N2
〜ことだ	〜ことだ	N2	you should ~ (advice)	Verb dictionary / ない-form + ことだ	Direct advice for a particular situation.	ことだ advises a case; ものだ states a general truth.	<div class="ex"><div class="jp"><ruby>風邪<rt>かぜ</rt></ruby>を<ruby>治<rt>なお</rt></ruby>すには、よく<ruby>休<rt>やす</rt></ruby>むことだ。</div><div class="en">To cure a cold, you should rest well.</div></div><div class="ex"><div class="jp"><ruby>無理<rt>むり</rt></ruby>をしないことだ。</div><div class="en">You shouldn&#x27;t overdo it.</div></div><div class="ex"><div class="jp">お<ruby>互<rt>たが</rt></ruby>いに<ruby>理解<rt>りかい</rt></ruby>しあうことは<ruby>大切<rt>たいせつ</rt></ruby>なことです。</div><div class="en">To understand each other is important.</div></div><div class="ex"><div class="jp">この<ruby>種<rt>たね</rt></ruby>の<ruby>経験<rt>けいけん</rt></ruby>は<ruby>誰<rt>だれ</rt></ruby>にでもよくあることです。</div><div class="en">This kind of experience is familiar to everybody.</div></div>	jlpt::N2
